Category|LocalAuthority|Time|Season|Light|Tip1|Tip2|Tip3|Tip4
Vehicle|Corangamite|Afternoon|Autumn|Red|Corangamite is a safe and happy place|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Life is a box of chocolates|Keen safe opt there ok
Vehicle|Gannawarra|Afternoon|Autumn|Green|Gannawarra is a safe and happy place|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Keen safe opt there ok
Vehicle|Glenelg|Afternoon|Autumn|Green|Glenelg is a safe and happy place|Keen safe opt there ok|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.
Vehicle|Golden Plains|Afternoon|Autumn|Green|Golden Plains is a safe and happy place|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Life is a box of chocolates|Keen safe opt there ok
Vehicle|Greater Bendigo|Afternoon|Autumn|Red|Greater Bendigo is a safe and happy place|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Keen safe opt there ok
Vehicle|Greater Geelong|Afternoon|Autumn|Amber|Greater Geelong is a safe and happy place|Keen safe opt there ok|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.
Vehicle|Hepburn|Afternoon|Autumn|Green|Hepburn is a safe and happy place|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Life is a box of chocolates|Keen safe opt there ok
Vehicle|Hindmarsh|Afternoon|Autumn|Amber|Hindmarsh is a safe and happy place|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Keen safe opt there ok
Vehicle|Horsham|Afternoon|Autumn|Green|Horsham is a safe and happy place|Keen safe opt there ok|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.
Vehicle|Loddon|Afternoon|Autumn|Amber|Loddon is a safe and happy place|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Life is a box of chocolates|Keen safe opt there ok
Vehicle|Macedon Ranges|Afternoon|Autumn|Red|Macedon Ranges is a safe and happy place|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Keen safe opt there ok
Vehicle|Mildura|Afternoon|Autumn|Green|Mildura is a safe and happy place|Keen safe opt there ok|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.
Vehicle|Moorabool|Afternoon|Autumn|Red|Moorabool is a safe and happy place|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Life is a box of chocolates|Keen safe opt there ok
Vehicle|Mount Alexander|Afternoon|Autumn|Amber|Mount Alexander is a safe and happy place|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Keen safe opt there ok
Vehicle|Moyne|Afternoon|Autumn|Amber|Moyne is a safe and happy place|Keen safe opt there ok|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.
Vehicle|Northern Grampians|Afternoon|Autumn|Green|Northern Grampians is a safe and happy place|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Life is a box of chocolates|Keen safe opt there ok
Vehicle|Pyrenees|Afternoon|Autumn|Green|Pyrenees is a safe and happy place|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Keen safe opt there ok
Vehicle|Queenscliffe|Afternoon|Autumn|Red|Queenscliffe is a safe and happy place|Keen safe opt there ok|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.
Vehicle|Southern Grampians|Afternoon|Autumn|Green|Southern Grampians is a safe and happy place|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Life is a box of chocolates|Keen safe opt there ok
Vehicle|Surf Coast|Afternoon|Autumn|Green|Surf Coast is a safe and happy place|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Keen safe opt there ok
Vehicle|Swan Hill|Afternoon|Autumn|Red|Swan Hill is a safe and happy place|Keen safe opt there ok|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.
Vehicle|Warrnambool|Afternoon|Autumn|Green|Warrnambool is a safe and happy place|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Life is a box of chocolates|Keen safe opt there ok
Vehicle|West Wimmera|Afternoon|Autumn|Amber|West Wimmera is a safe and happy place|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Keen safe opt there ok
Vehicle|Yarriambiack|Afternoon|Autumn|Green|Yarriambiack is a safe and happy place|Keen safe opt there ok|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.
Vehicle|Banyule|Evening|Autumn|Green|Banyule is a safe and happy place|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Life is a box of chocolates|Keen safe opt there ok
Vehicle|Brimbank|Evening|Autumn|Red|Brimbank is a safe and happy place|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Keen safe opt there ok
Vehicle|Darebin|Evening|Autumn|Amber|Darebin is a safe and happy place|Keen safe opt there ok|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.
Vehicle|Hobsons Bay|Evening|Autumn|Amber|Hobsons Bay is a safe and happy place|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Life is a box of chocolates|Keen safe opt there ok
Vehicle|Hume|Evening|Autumn|Green|Hume is a safe and happy place|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Keen safe opt there ok
Vehicle|Maribyrnong|Evening|Autumn|Green|Maribyrnong is a safe and happy place|Keen safe opt there ok|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.
Vehicle|Melbourne|Evening|Autumn|Green|Melbourne is a safe and happy place|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Life is a box of chocolates|Keen safe opt there ok
Vehicle|Melton|Evening|Autumn|Red|Melton is a safe and happy place|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Keen safe opt there ok
Vehicle|Moonee Valley|Evening|Autumn|Green|Moonee Valley is a safe and happy place|Keen safe opt there ok|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.
Vehicle|Moreland|Evening|Autumn|Green|Moreland is a safe and happy place|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Life is a box of chocolates|Keen safe opt there ok
Vehicle|Nillumbik|Evening|Autumn|Red|Nillumbik is a safe and happy place|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Keen safe opt there ok
Vehicle|Whittlesea|Evening|Autumn|Red|Whittlesea is a safe and happy place|Keen safe opt there ok|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.
Vehicle|Wyndham|Evening|Autumn|Green|Wyndham is a safe and happy place|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Life is a box of chocolates|Keen safe opt there ok
Vehicle|Yarra|Evening|Autumn|Green|Yarra is a safe and happy place|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Keen safe opt there ok
Vehicle|Alpine|Evening|Autumn|Amber|Alpine is a safe and happy place|Keen safe opt there ok|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.
Vehicle|Bass Coast|Evening|Autumn|Red|Bass Coast is a safe and happy place|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Life is a box of chocolates|Keen safe opt there ok
Vehicle|Baw Baw|Evening|Autumn|Red|Baw Baw is a safe and happy place|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Keen safe opt there ok
Vehicle|Benalla|Evening|Autumn|Red|Benalla is a safe and happy place|Keen safe opt there ok|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.
Vehicle|Boroondara|Evening|Autumn|Green|Boroondara is a safe and happy place|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Life is a box of chocolates|Keen safe opt there ok
Vehicle|East Gippsland|Evening|Autumn|Amber|East Gippsland is a safe and happy place|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Keen safe opt there ok
Vehicle|Greater Shepparton|Evening|Autumn|Red|Greater Shepparton is a safe and happy place|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Life is a box of chocolates|Keen safe opt there ok
Vehicle|Indigo|Evening|Autumn|Green|Indigo is a safe and happy place|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Keen safe opt there ok
Vehicle|Knox|Evening|Autumn|Green|Knox is a safe and happy place|Keen safe opt there ok|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.
Vehicle|Latrobe|Evening|Autumn|Red|Latrobe is a safe and happy place|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Life is a box of chocolates|Keen safe opt there ok
Vehicle|Manningham|Evening|Autumn|Amber|Manningham is a safe and happy place|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Keen safe opt there ok
Vehicle|Mansfield|Evening|Autumn|Green|Mansfield is a safe and happy place|Keen safe opt there ok|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.
Vehicle|Maroondah|Evening|Autumn|Amber|Maroondah is a safe and happy place|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Life is a box of chocolates|Keen safe opt there ok
Vehicle|Mitchell|Evening|Autumn|Red|Mitchell is a safe and happy place|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Keen safe opt there ok
Vehicle|Moira|Evening|Autumn|Amber|Moira is a safe and happy place|Keen safe opt there ok|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.
Vehicle|Monash|Evening|Autumn|Green|Monash is a safe and happy place|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Life is a box of chocolates|Keen safe opt there ok
Vehicle|Murrindindi|Evening|Autumn|Red|Murrindindi is a safe and happy place|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Keen safe opt there ok
Vehicle|South Gippsland|Evening|Autumn|Amber|South Gippsland is a safe and happy place|Keen safe opt there ok|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.
Vehicle|Strathbogie|Evening|Autumn|Amber|Strathbogie is a safe and happy place|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Life is a box of chocolates|Keen safe opt there ok
Vehicle|Towong|Evening|Autumn|Green|Towong is a safe and happy place|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Keen safe opt there ok
Vehicle|Wangaratta|Evening|Autumn|Green|Wangaratta is a safe and happy place|Keen safe opt there ok|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.
Vehicle|Wellington|Evening|Autumn|Amber|Wellington is a safe and happy place|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Life is a box of chocolates|Keen safe opt there ok
Vehicle|Whitehorse|Evening|Autumn|Green|Whitehorse is a safe and happy place|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Keen safe opt there ok
Vehicle|Wodonga|Evening|Autumn|Green|Wodonga is a safe and happy place|Keen safe opt there ok|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.
Vehicle|Yarra Ranges|Evening|Autumn|Red|Yarra Ranges is a safe and happy place|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Life is a box of chocolates|Keen safe opt there ok
Vehicle|Bayside|Evening|Autumn|Red|Bayside is a safe and happy place|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Keen safe opt there ok
Vehicle|Cardinia|Evening|Autumn|Green|Cardinia is a safe and happy place|Keen safe opt there ok|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.
Vehicle|Casey|Evening|Autumn|Amber|Casey is a safe and happy place|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Life is a box of chocolates|Keen safe opt there ok
Vehicle|Frankston|Evening|Autumn|Amber|Frankston is a safe and happy place|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Keen safe opt there ok
Vehicle|Glen Eira|Evening|Autumn|Amber|Glen Eira is a safe and happy place|Keen safe opt there ok|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.
Vehicle|Greater Dandenong|Evening|Autumn|Amber|Greater Dandenong is a safe and happy place|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Life is a box of chocolates|Keen safe opt there ok
Vehicle|Kingston|Evening|Autumn|Amber|Kingston is a safe and happy place|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Keen safe opt there ok
Vehicle|Mornington Peninsula|Evening|Autumn|Red|Mornington Peninsula is a safe and happy place|Keen safe opt there ok|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.
Vehicle|Port Phillip|Evening|Autumn|Green|Port Phillip is a safe and happy place|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Life is a box of chocolates|Keen safe opt there ok
Vehicle|Stonnington|Evening|Autumn|Red|Stonnington is a safe and happy place|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Keen safe opt there ok
Vehicle|Ararat|Evening|Autumn|Red|Ararat is a safe and happy place|Keen safe opt there ok|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.
Vehicle|Ballarat|Evening|Autumn|Green|Ballarat is a safe and happy place|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Life is a box of chocolates|Keen safe opt there ok
Vehicle|Buloke|Evening|Autumn|Green|Buloke is a safe and happy place|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Keen safe opt there ok
Vehicle|Campaspe|Evening|Autumn|Amber|Campaspe is a safe and happy place|Keen safe opt there ok|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.
Vehicle|Central Goldfields|Evening|Autumn|Green|Central Goldfields is a safe and happy place|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Life is a box of chocolates|Keen safe opt there ok
Vehicle|Colac-Otway|Evening|Autumn|Green|Colac-Otway is a safe and happy place|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Keen safe opt there ok
Vehicle|Corangamite|Evening|Autumn|Green|Corangamite is a safe and happy place|Keen safe opt there ok|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.
Vehicle|Gannawarra|Evening|Autumn|Amber|Gannawarra is a safe and happy place|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Life is a box of chocolates|Keen safe opt there ok
Vehicle|Glenelg|Evening|Autumn|Amber|Glenelg is a safe and happy place|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Keen safe opt there ok
Vehicle|Golden Plains|Evening|Autumn|Green|Golden Plains is a safe and happy place|Keen safe opt there ok|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.
Vehicle|Greater Bendigo|Evening|Autumn|Amber|Greater Bendigo is a safe and happy place|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Life is a box of chocolates|Keen safe opt there ok
Vehicle|Greater Geelong|Evening|Autumn|Amber|Greater Geelong is a safe and happy place|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Keen safe opt there ok
Vehicle|Hepburn|Evening|Autumn|Green|Hepburn is a safe and happy place|Keen safe opt there ok|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.
Vehicle|Hindmarsh|Evening|Autumn|Red|Hindmarsh is a safe and happy place|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Life is a box of chocolates|Keen safe opt there ok
Vehicle|Horsham|Evening|Autumn|Green|Horsham is a safe and happy place|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Keen safe opt there ok
Vehicle|Loddon|Evening|Autumn|Amber|Loddon is a safe and happy place|Keen safe opt there ok|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.
Vehicle|Macedon Ranges|Evening|Autumn|Amber|Macedon Ranges is a safe and happy place|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Life is a box of chocolates|Keen safe opt there ok
Vehicle|Mildura|Evening|Autumn|Amber|Mildura is a safe and happy place|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Keen safe opt there ok
Vehicle|Moorabool|Evening|Autumn|Green|Moorabool is a safe and happy place|Keen safe opt there ok|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.
Vehicle|Mount Alexander|Evening|Autumn|Amber|Mount Alexander is a safe and happy place|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Life is a box of chocolates|Keen safe opt there ok
Vehicle|Moyne|Evening|Autumn|Green|Moyne is a safe and happy place|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Keen safe opt there ok
Vehicle|Northern Grampians|Evening|Autumn|Red|Northern Grampians is a safe and happy place|Keen safe opt there ok|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.
Vehicle|Pyrenees|Evening|Autumn|Red|Pyrenees is a safe and happy place|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Life is a box of chocolates|Keen safe opt there ok
Vehicle|Queenscliffe|Evening|Autumn|Amber|Queenscliffe is a safe and happy place|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Keen safe opt there ok
Vehicle|Southern Grampians|Evening|Autumn|Amber|Southern Grampians is a safe and happy place|Keen safe opt there ok|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.
Vehicle|Surf Coast|Evening|Autumn|Amber|Surf Coast is a safe and happy place|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Life is a box of chocolates|Keen safe opt there ok
Vehicle|Swan Hill|Evening|Autumn|Amber|Swan Hill is a safe and happy place|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Keen safe opt there ok
Vehicle|Warrnambool|Evening|Autumn|Red|Warrnambool is a safe and happy place|Keen safe opt there ok|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.
Vehicle|West Wimmera|Evening|Autumn|Red|West Wimmera is a safe and happy place|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Life is a box of chocolates|Keen safe opt there ok
Vehicle|Yarriambiack|Evening|Autumn|Red|Yarriambiack is a safe and happy place|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Keen safe opt there ok
Home|Banyule|Night|Autumn|Amber|Banyule is a safe and happy place|Keen safe opt there ok|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.
Home|Brimbank|Night|Autumn|Green|Brimbank is a safe and happy place|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Life is a box of chocolates|Keen safe opt there ok
Home|Darebin|Night|Autumn|Amber|Darebin is a safe and happy place|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Keen safe opt there ok
Home|Hobsons Bay|Night|Autumn|Green|Hobsons Bay is a safe and happy place|Keen safe opt there ok|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.
Home|Hume|Night|Autumn|Green|Hume is a safe and happy place|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Life is a box of chocolates|Keen safe opt there ok
Home|Maribyrnong|Night|Autumn|Amber|Maribyrnong is a safe and happy place|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Keen safe opt there ok
Home|Melbourne|Night|Autumn|Amber|Melbourne is a safe and happy place|Keen safe opt there ok|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.
Home|Melton|Night|Autumn|Amber|Melton is a safe and happy place|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Life is a box of chocolates|Keen safe opt there ok
Home|Moonee Valley|Night|Autumn|Green|Moonee Valley is a safe and happy place|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Keen safe opt there ok
Home|Moreland|Night|Autumn|Amber|Moreland is a safe and happy place|Keen safe opt there ok|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.
Home|Nillumbik|Night|Autumn|Amber|Nillumbik is a safe and happy place|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Life is a box of chocolates|Keen safe opt there ok
Home|Whittlesea|Night|Autumn|Red|Whittlesea is a safe and happy place|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Keen safe opt there ok
Home|Wyndham|Night|Autumn|Green|Wyndham is a safe and happy place|Keen safe opt there ok|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.
Home|Yarra|Night|Autumn|Amber|Yarra is a safe and happy place|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Life is a box of chocolates|Keen safe opt there ok
Home|Alpine|Night|Autumn|Green|Alpine is a safe and happy place|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Keen safe opt there ok
Home|Bass Coast|Night|Autumn|Green|Bass Coast is a safe and happy place|Keen safe opt there ok|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.
Home|Baw Baw|Night|Autumn|Green|Baw Baw is a safe and happy place|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Life is a box of chocolates|Keen safe opt there ok
Home|Benalla|Night|Autumn|Amber|Benalla is a safe and happy place|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Keen safe opt there ok
Home|Boroondara|Night|Autumn|Red|Boroondara is a safe and happy place|Keen safe opt there ok|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.
Home|East Gippsland|Night|Autumn|Red|East Gippsland is a safe and happy place|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Life is a box of chocolates|Keen safe opt there ok
Home|Greater Shepparton|Night|Autumn|Green|Greater Shepparton is a safe and happy place|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Keen safe opt there ok
Home|Indigo|Night|Autumn|Amber|Indigo is a safe and happy place|Keen safe opt there ok|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.
Home|Knox|Night|Autumn|Amber|Knox is a safe and happy place|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Life is a box of chocolates|Keen safe opt there ok
Home|Latrobe|Night|Autumn|Amber|Latrobe is a safe and happy place|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Keen safe opt there ok
Home|Manningham|Night|Autumn|Green|Manningham is a safe and happy place|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Life is a box of chocolates|Keen safe opt there ok
Home|Mansfield|Night|Autumn|Green|Mansfield is a safe and happy place|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Keen safe opt there ok
Home|Maroondah|Night|Autumn|Red|Maroondah is a safe and happy place|Keen safe opt there ok|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.
Home|Mitchell|Night|Autumn|Amber|Mitchell is a safe and happy place|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Life is a box of chocolates|Keen safe opt there ok
Home|Moira|Night|Autumn|Amber|Moira is a safe and happy place|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Keen safe opt there ok
Home|Monash|Night|Autumn|Red|Monash is a safe and happy place|Keen safe opt there ok|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.
Home|Murrindindi|Night|Autumn|Red|Murrindindi is a safe and happy place|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Life is a box of chocolates|Keen safe opt there ok
Home|South Gippsland|Night|Autumn|Amber|South Gippsland is a safe and happy place|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Keen safe opt there ok
Home|Strathbogie|Night|Autumn|Red|Strathbogie is a safe and happy place|Keen safe opt there ok|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.
Home|Towong|Night|Autumn|Amber|Towong is a safe and happy place|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Life is a box of chocolates|Keen safe opt there ok
Home|Wangaratta|Night|Autumn|Red|Wangaratta is a safe and happy place|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Keen safe opt there ok
Home|Wellington|Night|Autumn|Green|Wellington is a safe and happy place|Keen safe opt there ok|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.
Home|Whitehorse|Night|Autumn|Amber|Whitehorse is a safe and happy place|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Life is a box of chocolates|Keen safe opt there ok
Home|Wodonga|Night|Autumn|Red|Wodonga is a safe and happy place|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Keen safe opt there ok
Home|Yarra Ranges|Night|Autumn|Green|Yarra Ranges is a safe and happy place|Keen safe opt there ok|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.
Home|Bayside|Night|Autumn|Amber|Bayside is a safe and happy place|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Life is a box of chocolates|Keen safe opt there ok
Home|Cardinia|Night|Autumn|Green|Cardinia is a safe and happy place|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.|Keen safe opt there ok
Home|Casey|Night|Autumn|Green|Casey is a safe and happy place|Keen safe opt there ok|Life is a box of chocolates|It is a very nice day today - 45% of people agree.  This takes us up to 100 characters which maxxed.
